date,month,day,day_of_year,year,released_cfs,released_cms,accord_status
1/15/95,1,15,15,1995,159,4.502,pre_accord
1/16/95,1,16,16,1995,60,1.699,pre_accord
1/17/95,1,17,17,1995,60,1.699,pre_accord
1/18/95,1,18,18,1995,27,0.765,pre_accord
1/19/95,1,19,19,1995,10,0.283,pre_accord
1/20/95,1,20,20,1995,10,0.283,pre_accord
1/21/95,1,21,21,1995,10,0.283,pre_accord
1/22/95,1,22,22,1995,211,5.975,pre_accord
1/23/95,1,23,23,1995,524,14.838,pre_accord
1/24/95,1,24,24,1995,208,5.89,pre_accord
1/25/95,1,25,25,1995,146,4.134,pre_accord
1/26/95,1,26,26,1995,147,4.163,pre_accord
1/27/95,1,27,27,1995,363,10.279,pre_accord
1/28/95,1,28,28,1995,147,4.163,pre_accord
1/29/95,1,29,29,1995,148,4.191,pre_accord
1/30/95,1,30,30,1995,211,5.975,pre_accord
1/31/95,1,31,31,1995,160,4.531,pre_accord
2/1/95,2,1,32,1995,95,2.69,pre_accord
2/2/95,2,2,33,1995,40,1.133,pre_accord
2/3/95,2,3,34,1995,36,1.019,pre_accord
2/4/95,2,4,35,1995,30,0.85,pre_accord
2/5/95,2,5,36,1995,30,0.85,pre_accord
2/6/95,2,6,37,1995,20,0.566,pre_accord
2/7/95,2,7,38,1995,40,1.133,pre_accord
2/8/95,2,8,39,1995,10,0.283,pre_accord
2/9/95,2,9,40,1995,49,1.388,pre_accord
2/10/95,2,10,41,1995,323,9.146,pre_accord
2/11/95,2,11,42,1995,118,3.341,pre_accord
2/12/95,2,12,43,1995,37,1.048,pre_accord
2/13/95,2,13,44,1995,180,5.097,pre_accord
2/14/95,2,14,45,1995,16,0.453,pre_accord
2/15/95,2,15,46,1995,16,0.453,pre_accord
2/16/95,2,16,47,1995,16,0.453,pre_accord
2/17/95,2,17,48,1995,16,0.453,pre_accord
2/18/95,2,18,49,1995,12,0.34,pre_accord
2/19/95,2,19,50,1995,10,0.283,pre_accord
2/20/95,2,20,51,1995,10,0.283,pre_accord
2/21/95,2,21,52,1995,10,0.283,pre_accord
2/22/95,2,22,53,1995,10,0.283,pre_accord
2/23/95,2,23,54,1995,10,0.283,pre_accord
2/24/95,2,24,55,1995,10,0.283,pre_accord
2/25/95,2,25,56,1995,10,0.283,pre_accord
2/26/95,2,26,57,1995,10,0.283,pre_accord
2/27/95,2,27,58,1995,10,0.283,pre_accord
2/28/95,2,28,59,1995,10,0.283,pre_accord
3/1/95,3,1,60,1995,10,0.283,pre_accord
3/2/95,3,2,61,1995,32,0.906,pre_accord
3/3/95,3,3,62,1995,98,2.775,pre_accord
3/4/95,3,4,63,1995,29,0.821,pre_accord
3/5/95,3,5,64,1995,10,0.283,pre_accord
3/6/95,3,6,65,1995,10,0.283,pre_accord
3/7/95,3,7,66,1995,10,0.283,pre_accord
3/8/95,3,8,67,1995,88,2.492,pre_accord
3/9/95,3,9,68,1995,2471,69.971,pre_accord
3/10/95,3,10,69,1995,2527,71.557,pre_accord
3/11/95,3,11,70,1995,1669,47.261,pre_accord
3/12/95,3,12,71,1995,448,12.686,pre_accord
3/13/95,3,13,72,1995,262,7.419,pre_accord
3/14/95,3,14,73,1995,200,5.663,pre_accord
3/15/95,3,15,74,1995,148,4.191,pre_accord
3/16/95,3,16,75,1995,145,4.106,pre_accord
3/17/95,3,17,76,1995,138,3.908,pre_accord
3/18/95,3,18,77,1995,130,3.681,pre_accord
3/19/95,3,19,78,1995,128,3.625,pre_accord
3/20/95,3,20,79,1995,232,6.57,pre_accord
3/21/95,3,21,80,1995,85,2.407,pre_accord
3/22/95,3,22,81,1995,747,21.153,pre_accord
3/23/95,3,23,82,1995,373,10.562,pre_accord
3/24/95,3,24,83,1995,313,8.863,pre_accord
3/25/95,3,25,84,1995,184,5.21,pre_accord
3/26/95,3,26,85,1995,63,1.784,pre_accord
3/27/95,3,27,86,1995,70,1.982,pre_accord
3/28/95,3,28,87,1995,160,4.531,pre_accord
3/29/95,3,29,88,1995,136,3.851,pre_accord
3/30/95,3,30,89,1995,41,1.161,pre_accord
3/31/95,3,31,90,1995,23,0.651,pre_accord
4/1/95,4,1,91,1995,10,0.283,pre_accord
4/2/95,4,2,92,1995,10,0.283,pre_accord
4/3/95,4,3,93,1995,10,0.283,pre_accord
4/4/95,4,4,94,1995,10,0.283,pre_accord
4/5/95,4,5,95,1995,10,0.283,pre_accord
4/6/95,4,6,96,1995,10,0.283,pre_accord
4/7/95,4,7,97,1995,10,0.283,pre_accord
4/8/95,4,8,98,1995,10,0.283,pre_accord
4/9/95,4,9,99,1995,10,0.283,pre_accord
4/10/95,4,10,100,1995,10,0.283,pre_accord
4/11/95,4,11,101,1995,10,0.283,pre_accord
4/12/95,4,12,102,1995,10,0.283,pre_accord
4/13/95,4,13,103,1995,10,0.283,pre_accord
4/14/95,4,14,104,1995,10,0.283,pre_accord
4/15/95,4,15,105,1995,10,0.283,pre_accord
4/16/95,4,16,106,1995,10,0.283,pre_accord
4/17/95,4,17,107,1995,10,0.283,pre_accord
4/18/95,4,18,108,1995,10,0.283,pre_accord
4/19/95,4,19,109,1995,10,0.283,pre_accord
4/20/95,4,20,110,1995,10,0.283,pre_accord
4/21/95,4,21,111,1995,10,0.283,pre_accord
4/22/95,4,22,112,1995,10,0.283,pre_accord
4/23/95,4,23,113,1995,10,0.283,pre_accord
4/24/95,4,24,114,1995,10,0.283,pre_accord
4/25/95,4,25,115,1995,10,0.283,pre_accord
4/26/95,4,26,116,1995,10,0.283,pre_accord
4/27/95,4,27,117,1995,10,0.283,pre_accord
4/28/95,4,28,118,1995,10,0.283,pre_accord
4/29/95,4,29,119,1995,10,0.283,pre_accord
4/30/95,4,30,120,1995,10,0.283,pre_accord
5/1/95,5,1,121,1995,10,0.283,pre_accord
5/2/95,5,2,122,1995,10,0.283,pre_accord
5/3/95,5,3,123,1995,10,0.283,pre_accord
5/4/95,5,4,124,1995,10,0.283,pre_accord
5/5/95,5,5,125,1995,10,0.283,pre_accord
5/6/95,5,6,126,1995,10,0.283,pre_accord
5/7/95,5,7,127,1995,10,0.283,pre_accord
5/8/95,5,8,128,1995,10,0.283,pre_accord
5/9/95,5,9,129,1995,10,0.283,pre_accord
5/10/95,5,10,130,1995,10,0.283,pre_accord
5/11/95,5,11,131,1995,10,0.283,pre_accord
5/12/95,5,12,132,1995,10,0.283,pre_accord
5/13/95,5,13,133,1995,10,0.283,pre_accord
5/14/95,5,14,134,1995,10,0.283,pre_accord
5/15/95,5,15,135,1995,10,0.283,pre_accord
5/16/95,5,16,136,1995,10,0.283,pre_accord
5/17/95,5,17,137,1995,10,0.283,pre_accord
5/18/95,5,18,138,1995,10,0.283,pre_accord
5/19/95,5,19,139,1995,10,0.283,pre_accord
5/20/95,5,20,140,1995,10,0.283,pre_accord
5/21/95,5,21,141,1995,10,0.283,pre_accord
5/22/95,5,22,142,1995,10,0.283,pre_accord
5/23/95,5,23,143,1995,10,0.283,pre_accord
5/24/95,5,24,144,1995,10,0.283,pre_accord
5/25/95,5,25,145,1995,10,0.283,pre_accord
5/26/95,5,26,146,1995,10,0.283,pre_accord
5/27/95,5,27,147,1995,10,0.283,pre_accord
5/28/95,5,28,148,1995,10,0.283,pre_accord
5/29/95,5,29,149,1995,10,0.283,pre_accord
5/30/95,5,30,150,1995,10,0.283,pre_accord
5/31/95,5,31,151,1995,10,0.283,pre_accord
6/1/95,6,1,152,1995,10,0.283,pre_accord
6/2/95,6,2,153,1995,10,0.283,pre_accord
6/3/95,6,3,154,1995,10,0.283,pre_accord
6/4/95,6,4,155,1995,10,0.283,pre_accord
6/5/95,6,5,156,1995,10,0.283,pre_accord
6/6/95,6,6,157,1995,10,0.283,pre_accord
6/7/95,6,7,158,1995,10,0.283,pre_accord
6/8/95,6,8,159,1995,10,0.283,pre_accord
6/9/95,6,9,160,1995,10,0.283,pre_accord
6/10/95,6,10,161,1995,10,0.283,pre_accord
6/11/95,6,11,162,1995,10,0.283,pre_accord
6/12/95,6,12,163,1995,10,0.283,pre_accord
6/13/95,6,13,164,1995,10,0.283,pre_accord
6/14/95,6,14,165,1995,10,0.283,pre_accord
6/15/95,6,15,166,1995,10,0.283,pre_accord
6/16/95,6,16,167,1995,10,0.283,pre_accord
6/17/95,6,17,168,1995,10,0.283,pre_accord
6/18/95,6,18,169,1995,10,0.283,pre_accord
6/19/95,6,19,170,1995,10,0.283,pre_accord
6/20/95,6,20,171,1995,10,0.283,pre_accord
6/21/95,6,21,172,1995,10,0.283,pre_accord
6/22/95,6,22,173,1995,13,0.368,pre_accord
6/23/95,6,23,174,1995,15,0.425,pre_accord
6/24/95,6,24,175,1995,15,0.425,pre_accord
6/25/95,6,25,176,1995,15,0.425,pre_accord
6/26/95,6,26,177,1995,15,0.425,pre_accord
6/27/95,6,27,178,1995,15,0.425,pre_accord
6/28/95,6,28,179,1995,15,0.425,pre_accord
6/29/95,6,29,180,1995,15,0.425,pre_accord
6/30/95,6,30,181,1995,15,0.425,pre_accord
7/1/95,7,1,182,1995,15,0.425,pre_accord
7/2/95,7,2,183,1995,15,0.425,pre_accord
7/3/95,7,3,184,1995,15,0.425,pre_accord
7/4/95,7,4,185,1995,15,0.425,pre_accord
7/5/95,7,5,186,1995,15,0.425,pre_accord
7/6/95,7,6,187,1995,15,0.425,pre_accord
7/7/95,7,7,188,1995,15,0.425,pre_accord
7/8/95,7,8,189,1995,15,0.425,pre_accord
7/9/95,7,9,190,1995,17,0.481,pre_accord
7/10/95,7,10,191,1995,20,0.566,pre_accord
7/11/95,7,11,192,1995,20,0.566,pre_accord
7/12/95,7,12,193,1995,20,0.566,pre_accord
7/13/95,7,13,194,1995,20,0.566,pre_accord
7/14/95,7,14,195,1995,20,0.566,pre_accord
7/15/95,7,15,196,1995,20,0.566,pre_accord
7/16/95,7,16,197,1995,20,0.566,pre_accord
7/17/95,7,17,198,1995,20,0.566,pre_accord
7/18/95,7,18,199,1995,20,0.566,pre_accord
7/19/95,7,19,200,1995,20,0.566,pre_accord
7/20/95,7,20,201,1995,20,0.566,pre_accord
7/21/95,7,21,202,1995,20,0.566,pre_accord
7/22/95,7,22,203,1995,20,0.566,pre_accord
7/23/95,7,23,204,1995,20,0.566,pre_accord
7/24/95,7,24,205,1995,20,0.566,pre_accord
7/25/95,7,25,206,1995,20,0.566,pre_accord
7/26/95,7,26,207,1995,20,0.566,pre_accord
7/27/95,7,27,208,1995,20,0.566,pre_accord
7/28/95,7,28,209,1995,20,0.566,pre_accord
7/29/95,7,29,210,1995,20,0.566,pre_accord
7/30/95,7,30,211,1995,20,0.566,pre_accord
7/31/95,7,31,212,1995,20,0.566,pre_accord
8/1/95,8,1,213,1995,20,0.566,pre_accord
8/2/95,8,2,214,1995,20,0.566,pre_accord
8/3/95,8,3,215,1995,20,0.566,pre_accord
8/4/95,8,4,216,1995,20,0.566,pre_accord
8/5/95,8,5,217,1995,20,0.566,pre_accord
8/6/95,8,6,218,1995,20,0.566,pre_accord
8/7/95,8,7,219,1995,20,0.566,pre_accord
8/8/95,8,8,220,1995,20,0.566,pre_accord
8/9/95,8,9,221,1995,20,0.566,pre_accord
8/10/95,8,10,222,1995,20,0.566,pre_accord
8/11/95,8,11,223,1995,20,0.566,pre_accord
8/12/95,8,12,224,1995,20,0.566,pre_accord
8/13/95,8,13,225,1995,20,0.566,pre_accord
8/14/95,8,14,226,1995,20,0.566,pre_accord
8/15/95,8,15,227,1995,20,0.566,pre_accord
8/16/95,8,16,228,1995,20,0.566,pre_accord
8/17/95,8,17,229,1995,20,0.566,pre_accord
8/18/95,8,18,230,1995,20,0.566,pre_accord
8/19/95,8,19,231,1995,20,0.566,pre_accord
8/20/95,8,20,232,1995,20,0.566,pre_accord
8/21/95,8,21,233,1995,20,0.566,pre_accord
8/22/95,8,22,234,1995,20,0.566,pre_accord
8/23/95,8,23,235,1995,20,0.566,pre_accord
8/24/95,8,24,236,1995,20,0.566,pre_accord
8/25/95,8,25,237,1995,20,0.566,pre_accord
8/26/95,8,26,238,1995,20,0.566,pre_accord
8/27/95,8,27,239,1995,20,0.566,pre_accord
8/28/95,8,28,240,1995,20,0.566,pre_accord
8/29/95,8,29,241,1995,20,0.566,pre_accord
8/30/95,8,30,242,1995,20,0.566,pre_accord
8/31/95,8,31,243,1995,20,0.566,pre_accord
9/1/95,9,1,244,1995,20,0.566,pre_accord
9/2/95,9,2,245,1995,20,0.566,pre_accord
9/3/95,9,3,246,1995,20,0.566,pre_accord
9/4/95,9,4,247,1995,20,0.566,pre_accord
9/5/95,9,5,248,1995,20,0.566,pre_accord
9/6/95,9,6,249,1995,20,0.566,pre_accord
9/7/95,9,7,250,1995,20,0.566,pre_accord
9/8/95,9,8,251,1995,20,0.566,pre_accord
9/9/95,9,9,252,1995,20,0.566,pre_accord
9/10/95,9,10,253,1995,20,0.566,pre_accord
9/11/95,9,11,254,1995,20,0.566,pre_accord
9/12/95,9,12,255,1995,20,0.566,pre_accord
9/13/95,9,13,256,1995,20,0.566,pre_accord
9/14/95,9,14,257,1995,20,0.566,pre_accord
9/15/95,9,15,258,1995,20,0.566,pre_accord
9/16/95,9,16,259,1995,20,0.566,pre_accord
9/17/95,9,17,260,1995,20,0.566,pre_accord
9/18/95,9,18,261,1995,20,0.566,pre_accord
9/19/95,9,19,262,1995,20,0.566,pre_accord
9/20/95,9,20,263,1995,20,0.566,pre_accord
9/21/95,9,21,264,1995,20,0.566,pre_accord
9/22/95,9,22,265,1995,20,0.566,pre_accord
9/23/95,9,23,266,1995,20,0.566,pre_accord
9/24/95,9,24,267,1995,20,0.566,pre_accord
9/25/95,9,25,268,1995,20,0.566,pre_accord
9/26/95,9,26,269,1995,20,0.566,pre_accord
9/27/95,9,27,270,1995,20,0.566,pre_accord
9/28/95,9,28,271,1995,20,0.566,pre_accord
9/29/95,9,29,272,1995,20,0.566,pre_accord
9/30/95,9,30,273,1995,20,0.566,pre_accord
10/1/95,10,1,274,1995,20,0.566,pre_accord
10/2/95,10,2,275,1995,20,0.566,pre_accord
10/3/95,10,3,276,1995,20,0.566,pre_accord
10/4/95,10,4,277,1995,20,0.566,pre_accord
10/5/95,10,5,278,1995,20,0.566,pre_accord
10/6/95,10,6,279,1995,20,0.566,pre_accord
10/7/95,10,7,280,1995,20,0.566,pre_accord
10/8/95,10,8,281,1995,20,0.566,pre_accord
10/9/95,10,9,282,1995,20,0.566,pre_accord
10/10/95,10,10,283,1995,20,0.566,pre_accord
10/11/95,10,11,284,1995,20,0.566,pre_accord
10/12/95,10,12,285,1995,20,0.566,pre_accord
10/13/95,10,13,286,1995,20,0.566,pre_accord
10/14/95,10,14,287,1995,20,0.566,pre_accord
10/15/95,10,15,288,1995,20,0.566,pre_accord
10/16/95,10,16,289,1995,20,0.566,pre_accord
10/17/95,10,17,290,1995,20,0.566,pre_accord
10/18/95,10,18,291,1995,20,0.566,pre_accord
10/19/95,10,19,292,1995,20,0.566,pre_accord
10/20/95,10,20,293,1995,20,0.566,pre_accord
10/21/95,10,21,294,1995,20,0.566,pre_accord
10/22/95,10,22,295,1995,20,0.566,pre_accord
10/23/95,10,23,296,1995,20,0.566,pre_accord
10/24/95,10,24,297,1995,20,0.566,pre_accord
10/25/95,10,25,298,1995,20,0.566,pre_accord
10/26/95,10,26,299,1995,20,0.566,pre_accord
10/27/95,10,27,300,1995,20,0.566,pre_accord
10/28/95,10,28,301,1995,20,0.566,pre_accord
10/29/95,10,29,302,1995,21,0.595,pre_accord
10/30/95,10,30,303,1995,20,0.566,pre_accord
10/31/95,10,31,304,1995,20,0.566,pre_accord
11/1/95,11,1,305,1995,20,0.566,pre_accord
11/2/95,11,2,306,1995,20,0.566,pre_accord
11/3/95,11,3,307,1995,20,0.566,pre_accord
11/4/95,11,4,308,1995,20,0.566,pre_accord
11/5/95,11,5,309,1995,20,0.566,pre_accord
11/6/95,11,6,310,1995,20,0.566,pre_accord
11/7/95,11,7,311,1995,20,0.566,pre_accord
11/8/95,11,8,312,1995,20,0.566,pre_accord
11/9/95,11,9,313,1995,20,0.566,pre_accord
11/10/95,11,10,314,1995,20,0.566,pre_accord
11/11/95,11,11,315,1995,20,0.566,pre_accord
11/12/95,11,12,316,1995,20,0.566,pre_accord
11/13/95,11,13,317,1995,20,0.566,pre_accord
11/14/95,11,14,318,1995,20,0.566,pre_accord
11/15/95,11,15,319,1995,20,0.566,pre_accord
11/16/95,11,16,320,1995,20,0.566,pre_accord
11/17/95,11,17,321,1995,20,0.566,pre_accord
11/18/95,11,18,322,1995,20,0.566,pre_accord
11/19/95,11,19,323,1995,20,0.566,pre_accord
11/20/95,11,20,324,1995,20,0.566,pre_accord
11/21/95,11,21,325,1995,20,0.566,pre_accord
11/22/95,11,22,326,1995,20,0.566,pre_accord
11/23/95,11,23,327,1995,20,0.566,pre_accord
11/24/95,11,24,328,1995,20,0.566,pre_accord
11/25/95,11,25,329,1995,20,0.566,pre_accord
11/26/95,11,26,330,1995,20,0.566,pre_accord
11/27/95,11,27,331,1995,20,0.566,pre_accord
11/28/95,11,28,332,1995,20,0.566,pre_accord
11/29/95,11,29,333,1995,20,0.566,pre_accord
11/30/95,11,30,334,1995,20,0.566,pre_accord
12/1/95,12,1,335,1995,20,0.566,pre_accord
12/2/95,12,2,336,1995,20,0.566,pre_accord
12/3/95,12,3,337,1995,20,0.566,pre_accord
12/4/95,12,4,338,1995,20,0.566,pre_accord
12/5/95,12,5,339,1995,20,0.566,pre_accord
12/6/95,12,6,340,1995,20,0.566,pre_accord
12/7/95,12,7,341,1995,20,0.566,pre_accord
12/8/95,12,8,342,1995,20,0.566,pre_accord
12/9/95,12,9,343,1995,20,0.566,pre_accord
12/10/95,12,10,344,1995,20,0.566,pre_accord
12/11/95,12,11,345,1995,60,1.699,pre_accord
12/12/95,12,12,346,1995,789,22.342,pre_accord
12/13/95,12,13,347,1995,20,0.566,pre_accord
12/14/95,12,14,348,1995,20,0.566,pre_accord
12/15/95,12,15,349,1995,20,0.566,pre_accord
12/16/95,12,16,350,1995,20,0.566,pre_accord
12/17/95,12,17,351,1995,20,0.566,pre_accord
12/18/95,12,18,352,1995,20,0.566,pre_accord
12/19/95,12,19,353,1995,20,0.566,pre_accord
12/20/95,12,20,354,1995,20,0.566,pre_accord
12/21/95,12,21,355,1995,20,0.566,pre_accord
12/22/95,12,22,356,1995,20,0.566,pre_accord
12/23/95,12,23,357,1995,20,0.566,pre_accord
12/24/95,12,24,358,1995,20,0.566,pre_accord
12/25/95,12,25,359,1995,20,0.566,pre_accord
12/26/95,12,26,360,1995,20,0.566,pre_accord
12/27/95,12,27,361,1995,20,0.566,pre_accord
12/28/95,12,28,362,1995,20,0.566,pre_accord
12/29/95,12,29,363,1995,20,0.566,pre_accord
12/30/95,12,30,364,1995,20,0.566,pre_accord
12/31/95,12,31,365,1995,20,0.566,pre_accord
1/1/96,1,1,1,1996,20,0.566,pre_accord
1/2/96,1,2,2,1996,20,0.566,pre_accord
1/3/96,1,3,3,1996,20,0.566,pre_accord
1/4/96,1,4,4,1996,20,0.566,pre_accord
1/5/96,1,5,5,1996,20,0.566,pre_accord
1/6/96,1,6,6,1996,20,0.566,pre_accord
1/7/96,1,7,7,1996,20,0.566,pre_accord
1/8/96,1,8,8,1996,20,0.566,pre_accord
1/9/96,1,9,9,1996,20,0.566,pre_accord
1/10/96,1,10,10,1996,20,0.566,pre_accord
1/11/96,1,11,11,1996,20,0.566,pre_accord
1/12/96,1,12,12,1996,20,0.566,pre_accord
1/13/96,1,13,13,1996,20,0.566,pre_accord
1/14/96,1,14,14,1996,20,0.566,pre_accord
1/15/96,1,15,15,1996,20,0.566,pre_accord
1/16/96,1,16,16,1996,192,5.437,pre_accord
1/17/96,1,17,17,1996,20,0.566,pre_accord
1/18/96,1,18,18,1996,145,4.106,pre_accord
1/19/96,1,19,19,1996,76,2.152,pre_accord
1/20/96,1,20,20,1996,20,0.566,pre_accord
1/21/96,1,21,21,1996,20,0.566,pre_accord
1/22/96,1,22,22,1996,20,0.566,pre_accord
1/23/96,1,23,23,1996,20,0.566,pre_accord
1/24/96,1,24,24,1996,248,7.023,pre_accord
1/25/96,1,25,25,1996,130,3.681,pre_accord
1/26/96,1,26,26,1996,20,0.566,pre_accord
1/27/96,1,27,27,1996,552,15.631,pre_accord
1/28/96,1,28,28,1996,20,0.566,pre_accord
1/29/96,1,29,29,1996,20,0.566,pre_accord
1/30/96,1,30,30,1996,49,1.388,pre_accord
1/31/96,1,31,31,1996,38,1.076,pre_accord
2/1/96,2,1,32,1996,17,0.481,pre_accord
2/2/96,2,2,33,1996,16,0.453,pre_accord
2/3/96,2,3,34,1996,67,1.897,pre_accord
2/4/96,2,4,35,1996,1225,34.688,pre_accord
2/5/96,2,5,36,1996,372,10.534,pre_accord
2/6/96,2,6,37,1996,138,3.908,pre_accord
2/7/96,2,7,38,1996,60,1.699,pre_accord
2/8/96,2,8,39,1996,16,0.453,pre_accord
2/9/96,2,9,40,1996,16,0.453,pre_accord
2/10/96,2,10,41,1996,16,0.453,pre_accord
2/11/96,2,11,42,1996,16,0.453,pre_accord
2/12/96,2,12,43,1996,16,0.453,pre_accord
2/13/96,2,13,44,1996,16,0.453,pre_accord
2/14/96,2,14,45,1996,16,0.453,pre_accord
2/15/96,2,15,46,1996,45,1.274,pre_accord
2/16/96,2,16,47,1996,16,0.453,pre_accord
2/17/96,2,17,48,1996,16,0.453,pre_accord
2/18/96,2,18,49,1996,16,0.453,pre_accord
2/19/96,2,19,50,1996,357,10.109,pre_accord
2/20/96,2,20,51,1996,1071,30.327,pre_accord
2/21/96,2,21,52,1996,1566,44.344,pre_accord
2/22/96,2,22,53,1996,743,21.039,pre_accord
2/23/96,2,23,54,1996,471,13.337,pre_accord
2/24/96,2,24,55,1996,867,24.551,pre_accord
2/25/96,2,25,56,1996,949,26.873,pre_accord
2/26/96,2,26,57,1996,968,27.411,pre_accord
2/27/96,2,27,58,1996,1078,30.526,pre_accord
2/28/96,2,28,59,1996,1217,34.462,pre_accord
2/29/96,2,29,60,1996,1504,42.588,pre_accord
3/1/96,3,1,61,1996,2384,67.507,pre_accord
3/2/96,3,2,62,1996,2895,81.977,pre_accord
3/3/96,3,3,63,1996,2625,74.332,pre_accord
3/4/96,3,4,64,1996,2318,65.638,pre_accord
3/5/96,3,5,65,1996,3007,85.149,pre_accord
3/6/96,3,6,66,1996,3304,93.559,pre_accord
3/7/96,3,7,67,1996,2995,84.809,pre_accord
3/8/96,3,8,68,1996,2435,68.951,pre_accord
3/9/96,3,9,69,1996,2112,59.805,pre_accord
3/10/96,3,10,70,1996,1836,51.99,pre_accord
3/11/96,3,11,71,1996,1740,49.271,pre_accord
3/12/96,3,12,72,1996,2790,79.004,pre_accord
3/13/96,3,13,73,1996,2693,76.257,pre_accord
3/14/96,3,14,74,1996,3187,90.246,pre_accord
3/15/96,3,15,75,1996,2653,75.125,pre_accord
3/16/96,3,16,76,1996,2044,57.88,pre_accord
3/17/96,3,17,77,1996,1815,51.395,pre_accord
3/18/96,3,18,78,1996,1747,49.469,pre_accord
3/19/96,3,19,79,1996,1700,48.139,pre_accord
3/20/96,3,20,80,1996,1575,44.599,pre_accord
3/21/96,3,21,81,1996,1507,42.673,pre_accord
3/22/96,3,22,82,1996,1423,40.295,pre_accord
3/23/96,3,23,83,1996,1443,40.861,pre_accord
3/24/96,3,24,84,1996,1256,35.566,pre_accord
3/25/96,3,25,85,1996,1190,33.697,pre_accord
3/26/96,3,26,86,1996,1116,31.602,pre_accord
3/27/96,3,27,87,1996,1031,29.195,pre_accord
3/28/96,3,28,88,1996,994,28.147,pre_accord
3/29/96,3,29,89,1996,958,27.128,pre_accord
3/30/96,3,30,90,1996,963,27.269,pre_accord
3/31/96,3,31,91,1996,868,24.579,pre_accord
4/1/96,4,1,92,1996,2115,59.89,pre_accord
4/2/96,4,2,93,1996,2332,66.035,pre_accord
4/3/96,4,3,94,1996,1599,45.279,pre_accord
4/4/96,4,4,95,1996,1489,42.164,pre_accord
4/5/96,4,5,96,1996,1190,33.697,pre_accord
4/6/96,4,6,97,1996,1083,30.667,pre_accord
4/7/96,4,7,98,1996,937,26.533,pre_accord
4/8/96,4,8,99,1996,964,27.297,pre_accord
4/9/96,4,9,100,1996,894,25.315,pre_accord
4/10/96,4,10,101,1996,855,24.211,pre_accord
4/11/96,4,11,102,1996,816,23.107,pre_accord
4/12/96,4,12,103,1996,742,21.011,pre_accord
4/13/96,4,13,104,1996,706,19.992,pre_accord
4/14/96,4,14,105,1996,635,17.981,pre_accord
4/15/96,4,15,106,1996,623,17.641,pre_accord
4/16/96,4,16,107,1996,655,18.548,pre_accord
4/17/96,4,17,108,1996,646,18.293,pre_accord
4/18/96,4,18,109,1996,637,18.038,pre_accord
4/19/96,4,19,110,1996,629,17.811,pre_accord
4/20/96,4,20,111,1996,459,12.997,pre_accord
4/21/96,4,21,112,1996,236,6.683,pre_accord
4/22/96,4,22,113,1996,46,1.303,pre_accord
4/23/96,4,23,114,1996,46,1.303,pre_accord
4/24/96,4,24,115,1996,46,1.303,pre_accord
4/25/96,4,25,116,1996,46,1.303,pre_accord
4/26/96,4,26,117,1996,46,1.303,pre_accord
4/27/96,4,27,118,1996,46,1.303,pre_accord
4/28/96,4,28,119,1996,46,1.303,pre_accord
4/29/96,4,29,120,1996,46,1.303,pre_accord
4/30/96,4,30,121,1996,46,1.303,pre_accord
5/1/96,5,1,122,1996,44,1.246,pre_accord
5/2/96,5,2,123,1996,43,1.218,pre_accord
5/3/96,5,3,124,1996,43,1.218,pre_accord
5/4/96,5,4,125,1996,43,1.218,pre_accord
5/5/96,5,5,126,1996,43,1.218,pre_accord
5/6/96,5,6,127,1996,43,1.218,pre_accord
5/7/96,5,7,128,1996,43,1.218,pre_accord
5/8/96,5,8,129,1996,43,1.218,pre_accord
5/9/96,5,9,130,1996,43,1.218,pre_accord
5/10/96,5,10,131,1996,43,1.218,pre_accord
5/11/96,5,11,132,1996,43,1.218,pre_accord
5/12/96,5,12,133,1996,43,1.218,pre_accord
5/13/96,5,13,134,1996,43,1.218,pre_accord
5/14/96,5,14,135,1996,43,1.218,pre_accord
5/15/96,5,15,136,1996,43,1.218,pre_accord
5/16/96,5,16,137,1996,43,1.218,pre_accord
5/17/96,5,17,138,1996,43,1.218,pre_accord
5/18/96,5,18,139,1996,43,1.218,pre_accord
5/19/96,5,19,140,1996,43,1.218,pre_accord
5/20/96,5,20,141,1996,43,1.218,pre_accord
5/21/96,5,21,142,1996,43,1.218,pre_accord
5/22/96,5,22,143,1996,43,1.218,pre_accord
5/23/96,5,23,144,1996,43,1.218,pre_accord
5/24/96,5,24,145,1996,43,1.218,pre_accord
5/25/96,5,25,146,1996,43,1.218,pre_accord
5/26/96,5,26,147,1996,43,1.218,pre_accord
5/27/96,5,27,148,1996,43,1.218,pre_accord
5/28/96,5,28,149,1996,43,1.218,pre_accord
5/29/96,5,29,150,1996,43,1.218,pre_accord
5/30/96,5,30,151,1996,43,1.218,pre_accord
5/31/96,5,31,152,1996,43,1.218,pre_accord
6/1/96,6,1,153,1996,43,1.218,pre_accord
6/2/96,6,2,154,1996,43,1.218,pre_accord
6/3/96,6,3,155,1996,43,1.218,pre_accord
6/4/96,6,4,156,1996,43,1.218,pre_accord
6/5/96,6,5,157,1996,43,1.218,pre_accord
6/6/96,6,6,158,1996,43,1.218,pre_accord
6/7/96,6,7,159,1996,43,1.218,pre_accord
6/8/96,6,8,160,1996,43,1.218,pre_accord
6/9/96,6,9,161,1996,43,1.218,pre_accord
6/10/96,6,10,162,1996,43,1.218,pre_accord
6/11/96,6,11,163,1996,43,1.218,pre_accord
6/12/96,6,12,164,1996,43,1.218,pre_accord
